"targets","layer","filename","fld_value","units","name","description","layer_gl","path_in","fld_id_num","fld_id_chr","fld_category","fld_year","fld_val_num","fld_val_chr","file_exists","year_min","year_max","val_min","val_max","val_0to1","flds_unused","flds_missing","rows_duplicated","num_ids_unique","data_na"
"LSP","lsp_prot_area_inland1km","lsp_prot_area_inland1km_gl2019.csv","a_prot_1km","km2","Inland coastal protected areas","Protected areas located 1 km inland","lsp_prot_area_inland1km","~/github/ohi-global/eez/layers/lsp_prot_area_inland1km.csv","rgn_id",,,"year","a_prot_1km",,TRUE,0,2019,0,267,FALSE,,,,1,FALSE
"LSP","lsp_prot_area_offshore3nm","lsp_prot_area_offshore3nm_gl2019.csv","a_prot_3nm","km2","Offshore coastal protected areas","Protected areas located 3nm offshore","lsp_prot_area_offshore3nm","~/github/ohi-global/eez/layers/lsp_prot_area_offshore3nm.csv","rgn_id",,,"year","a_prot_3nm",,TRUE,0,2019,0,1912,FALSE,,,,1,FALSE
"LSP","rgn_area_inland1km","rgn_area_inland1km_gl2019.csv","area","km2","Inland 1km area","Inland area of OHI regions within 1km of shoreline","rgn_area_inland1km","~/github/ohi-global/eez/layers/rgn_area_inland1km.csv","rgn_id",,,,"area",,TRUE,,,267,267,FALSE,,,,1,FALSE
"LSP","rgn_area_offshore3nm","rgn_area_offshore3nm_gl2019.csv","area","km2","Offshore 3nm area","Offshore area of OHI regions within 3nm of shoreline","rgn_area_offshore3nm","~/github/ohi-global/eez/layers/rgn_area_offshore3nm.csv","rgn_id",,,,"area",,TRUE,,,1912,1912,FALSE,,,,1,FALSE
"MAR","mar_capacity","mar_capacity_gl2019.csv","potential_mar_tonnes","tonnes","Potential tonnes of mariculture harvest","Tonnes of mariculture harvest potential for each region based on biological variables and growth performance indices. Taken from Gentry et al. 2017 and adopted for the OHI.","mar_capacity","~/github/ohi-global/eez/layers/mar_capacity.csv","rgn_id",,,"year","potential_mar_tonnes",,TRUE,2019,2019,1409.6,1409.6,FALSE,,,,1,FALSE
"MAR","mar_harvest_tonnes","mar_harvest_tonnes_gl2019placeholder.csv","tonnes","tonnes","Mariculture harvest","Tonnes of mariculture harvest","mar_harvest_tonnes","~/github/ohi-global/eez/layers/mar_harvest_tonnes.csv","rgn_id",,"taxa_code","year","tonnes",,TRUE,2019,2019,2019,2019,FALSE,"taxa_group",,,1,FALSE
"MAR","mar_sustainability_score","mar_sustainability_score_gl2019placeholder.csv","sust_coeff","scaled 0-1","Mariculture sustainability score","Mariculture sustainability based on the Mariculture Sustainability Index (MSI)","mar_sustainability_score","~/github/ohi-global/eez/layers/mar_sustainability_score.csv","rgn_id",,"taxa_code","year","sust_coeff",,TRUE,2019,2019,2019,2019,FALSE,,,,1,FALSE
"MAR resilience","g_msi_gov","g_msi_gov_gl2019placeholder.csv","resilience score","scaled 0-1","Mariculture Sustainability Index","Mariculture practice assessment criteria from the Mariculture Sustainability Index (MSI)","g_msi_gov","~/github/ohi-global/eez/layers/g_msi_gov.csv","rgn_id",,,,"resilience.score",,TRUE,,,0,0,TRUE,,,,1,FALSE
"NP","hab_rockyreef_extent","hab_rockyreef_extent_gl2019.csv","km2","km2","Habitat extent of rocky reef","Area of rocky reef habitat","hab_rockyreef_extent","~/github/ohi-global/eez/layers/hab_rockyreef_extent.csv","rgn_id",,"habitat","year","km2",,TRUE,2012,2012,32.3103,32.3103,FALSE,,,,1,FALSE
"NP","np_blast","np_blast_gl2019placeholder.csv","score","scaled 0-1","Blast fishing","Artisanal blast fishing","np_blast","~/github/ohi-global/eez/layers/np_blast.csv","rgn_id",,,"year","score",,TRUE,2019,2019,2019,2019,FALSE,,,,1,FALSE
"NP","np_cyanide","np_cyanide_gl2019placeholder.csv","score","scaled 0-1","Poison fishing","Artisanal poison (cyanide) fishing","np_cyanide","~/github/ohi-global/eez/layers/np_cyanide.csv","rgn_id",,,"year","score",,TRUE,2019,2019,2019,2019,FALSE,,,,1,FALSE
"NP","np_harvest_product_weight","np_harvest_product_weight_gl2019placeholder.csv","weight","proportion","Relative natural product harvest value","Relative importance of six marine commodities (coral, fish oil, seaweed and plants, shells, sponges, ornamental fish) within each region determined by dividing the max USD value (determined across most recent 10 years of data) of each product and dividing by the sum of the max USD values of all products","np_harvest_product_weight","~/github/ohi-global/eez/layers/np_harvest_product_weight.csv","rgn_id",,"product","year","weight",,TRUE,2019,2019,2019,2019,FALSE,,,,1,FALSE
"NP","np_harvest_tonnes","np_harvest_tonnes_gl2019placeholder.csv","tonnes","tonnes","Natural product harvest","Yield in metric tonnes of six marine commodities (coral, fish oil, seaweed and plants, shells, sponges, ornamental fish)","np_harvest_tonnes","~/github/ohi-global/eez/layers/np_harvest_tonnes.csv","rgn_id",,"product","year","tonnes",,TRUE,2019,2019,2019,2019,FALSE,,,,1,FALSE
"NP","np_harvest_tonnes_relative","np_harvest_tonnes_relative_gl2019placeholder.csv","tonnes_rel","proportion","Relative natural product harvest tonnes","Tonnes of harvest of each commodity relative to maximum harvest (with 35% buffer) of the commodity within the region observed across years","np_harvest_tonnes_relative","~/github/ohi-global/eez/layers/np_harvest_tonnes_relative.csv","rgn_id",,"product","year","tonnes_rel",,TRUE,2019,2019,2019,2019,FALSE,,,,1,FALSE
"spatial","rgn_area","rgn_area.csv","area_km2","km2","Region areas based on EEZ boundaries","Area of Ocean Health Index regions modified from exclusive economic zones, weights used to calculate global score","rgn_area","~/github/ohi-global/eez/layers/rgn_area.csv","rgn_id",,,,"area_km2",,TRUE,,,353242,353242,FALSE,,,,1,FALSE
"spatial","rgn_global","rgn_global.csv","label","label","OHI region id","Subset of regions that are not deleted or disputed","rgn_global","~/github/ohi-global/eez/layers/rgn_global.csv","rgn_id",,,,,"label",TRUE,,,,,FALSE,,,,1,
"spatial","rgn_labels","rgn_labels.csv","label","label","Regions","Regions by type (eez, subocean, unclaimed)","rgn_labels","~/github/ohi-global/eez/layers/rgn_labels.csv","rgn_id",,"type",,,"label",TRUE,,,,,FALSE,,,,1,
"spatial","uninhabited","uninhabited_gl2019.csv","Inhabited","population","Uninhabited regions","Regions with low and no number of inhabitants (also identifies Southern Islands)","uninhabited","~/github/ohi-global/eez/layers/uninhabited.csv","rgn_id",,"rgn_nam",,"inhabited",,TRUE,,,0,0,TRUE,"southern_island,est_population",,,1,FALSE
"SPP","spp_status","spp_status_gl2019.csv","score","status score","Average species condition","Overall measure of species condition based on IUCN status of species within each region","spp_status","~/github/ohi-global/eez/layers/spp_status.csv","rgn_id",,,"year","score",,TRUE,2012,2019,0.732523149916846,0.748395651673452,TRUE,,,,1,FALSE
"SPP","spp_trend","spp_trend_gl2019.csv","score","trend score","Average species condition trend","Overall measure of species condition trends based on change in IUCN status of species within each region","spp_trend","~/github/ohi-global/eez/layers/spp_trend.csv","rgn_id",,,,"score",,TRUE,,,-0.0154773282673805,-0.0154773282673805,FALSE,,,,1,FALSE
"TR","tr_jobs_pct_tourism","tr_jobs_pct_tourism_gl2019.csv","Ep","proportion","Percent direct employment in tourism","Percent direct employment in tourism","tr_jobs_pct_tourism","~/github/ohi-global/eez/layers/tr_jobs_pct_tourism.csv","rgn_id",,,"year","ep",,TRUE,1995,2030,,,FALSE,,,,1,TRUE
"TR","tr_sustainability","tr_sustainability_gl2019.csv","S_score","scaled 0-1","Tourism sustainability index","Tourism Competitiveness Index (TTCI)","tr_sustainability","~/github/ohi-global/eez/layers/tr_sustainability.csv","rgn_id",,,"year","s_score",,TRUE,2019,2019,4.58290072560431,4.58290072560431,FALSE,,,,1,FALSE
"weighting","element_wts_cp_km2_x_protection","element_wts_cp_km2_x_protection_gl2019.csv","extent_rank","extent*rank_protection","Coastal protection weights","Habitat extent multiplied by habitat protection rank for: coral, mangrove (offshore and inland 1km), saltmarsh, sea ice (shoreline), and seagrass (empty dataframe filled by functions.R in ohi-global)","element_wts_cp_km2_x_protection","~/github/ohi-global/eez/layers/element_wts_cp_km2_x_protection.csv","rgn_id",,"habitat",,"extent_rank",,TRUE,,,,,FALSE,,,,1,TRUE
"weighting","element_wts_cs_km2_x_storage","element_wts_cs_km2_x_storage_gl2019.csv","extent_rank","extent*carbon_storage","Carbon storage weights","Habitat extent multiplied by carbon storage capacity for: mangrove, saltmarsh, and seagrass  (empty dataframe filled by functions.R in ohi-global)","element_wts_cs_km2_x_storage","~/github/ohi-global/eez/layers/element_wts_cs_km2_x_storage.csv","rgn_id",,"habitat",,"extent_rank",,TRUE,,,,,FALSE,,,,1,TRUE
"weighting","element_wts_hab_pres_abs","element_wts_hab_pres_abs_gl2019.csv","boolean","0 or 1","Habitat presence/absence","List of habitats in each region (empty dataframe filled by functions.R in ohi-global)","element_wts_hab_pres_abs","~/github/ohi-global/eez/layers/element_wts_hab_pres_abs.csv","rgn_id",,"habitat",,"boolean",,TRUE,,,,,FALSE,,,,1,TRUE
"","hab_softbottom_extent","hab_softbottom_extent_gl2019.csv","km2","km2","Habitat extent of softbottom","Area of softbottom habitat","hab_softbottom_extent","~/github/ohi-global/eez/layers/hab_softbottom_extent.csv","rgn_id",,"habitat","year","km2",,TRUE,2012,2012,824.348768930678,824.348768930678,FALSE,,,,1,FALSE
"","sp_alien_species","sp_alien_species_gl2019.csv","resilience score","scaled 0-1","Management of nonindigenous species","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report: invasive species related questions","sp_alien_species","~/github/ohi-global/eez/layers/sp_alien_species.csv","rgn_id",,,,"resilience.score",,TRUE,,,0,0,TRUE,,,,1,FALSE
